Route_id,Origin,Destination
PHL-CLT,PHL,CLT
PHL-DCA,PHL,DCA
PHL-DEN,PHL,DEN
PHL-DFW,PHL,DFW
PHL-FLL,PHL,FLL
PHL-IAH,PHL,IAH
PHL-JAX,PHL,JAX
PHL-LAS,PHL,LAS
PHL-LAX,PHL,LAX
PHL-LGA,PHL,LGA
PHL-MCI,PHL,MCI
PHL-MCO,PHL,MCO
PHL-MHT,PHL,MHT
PHL-MIA,PHL,MIA
PHL-MSY,PHL,MSY
PHL-ORD,PHL,ORD
PHL-PBI,PHL,PBI
PHL-PHX,PHL,PHX
PHL-PIT,PHL,PIT
PHL-PWM,PHL,PWM
PHL-RDU,PHL,RDU
PHL-RSW,PHL,RSW
PHL-SAN,PHL,SAN
PHL-SAT,PHL,SAT
PHL-SFO,PHL,SFO
PHL-SJU,PHL,SJU
PHL-SLC,PHL,SLC
PHL-STT,PHL,STT
PHL-TPA,PHL,TPA
PSP-DFW,PSP,DFW
PSP-ORD,PSP,ORD
PWM-CLT,PWM,CLT
PWM-PHL,PWM,PHL
RDU-CLT,RDU,CLT
RDU-DFW,RDU,DFW
RDU-LAX,RDU,LAX
RDU-MIA,RDU,MIA
RDU-ORD,RDU,ORD
RDU-PHL,RDU,PHL
RIC-CLT,RIC,CLT
RIC-DFW,RIC,DFW
RNO-DFW,RNO,DFW
RNO-PHX,RNO,PHX
SLC-DFW,SLC,DFW
SLC-ORD,SLC,ORD
SLC-PHL,SLC,PHL
SLC-PHX,SLC,PHX
TUL-CLT,TUL,CLT
TUL-DFW,TUL,DFW
SAV-CLT,SAV,CLT
SAV-DFW,SAV,DFW
HDN-DFW,HDN,DFW
SJU-CLT,SJU,CLT
SJU-DFW,SJU,DFW
SJU-MIA,SJU,MIA
SJU-ORD,SJU,ORD
SJU-PHL,SJU,PHL
STT-CLT,STT,CLT
STT-MIA,STT,MIA
STT-PHL,STT,PHL
SRQ-CLT,SRQ,CLT
STX-MIA,STX,MIA
SYR-CLT,SYR,CLT
ADQ-ANC,ADQ,ANC
SCC-ANC,SCC,ANC
SCC-BRW,SCC,BRW
BRW-ANC,BRW,ANC
BRW-FAI,BRW,FAI
BET-ANC,BET,ANC
ABQ-SEA,ABQ,SEA
PIT-SEA,PIT,SEA
ANC-ADQ,ANC,ADQ
ANC-BET,ANC,BET
ANC-FAI,ANC,FAI
ANC-HNL,ANC,HNL
ANC-JNU,ANC,JNU
ANC-LAX,ANC,LAX
ANC-OGG,ANC,OGG
ANC-OME,ANC,OME
ANC-ORD,ANC,ORD
ANC-OTZ,ANC,OTZ
ANC-PDX,ANC,PDX
ANC-PHX,ANC,PHX
ANC-SCC,ANC,SCC
ANC-SEA,ANC,SEA
DEN-SEA,DEN,SEA
ATL-SEA,ATL,SEA
AUS-PDX,AUS,PDX
AUS-SEA,AUS,SEA
AUS-SFO,AUS,SFO
TUS-SEA,TUS,SEA
PHX-ANC,PHX,ANC
SEA-ABQ,SEA,ABQ
SEA-ANC,SEA,ANC
SEA-ATL,SEA,ATL
SEA-AUS,SEA,AUS
SEA-BLI,SEA,BLI
SEA-BNA,SEA,BNA
SEA-BOI,SEA,BOI
SEA-BOS,SEA,BOS
SEA-BUR,SEA,BUR
SEA-BWI,SEA,BWI
SEA-DCA,SEA,DCA
SEA-DEN,SEA,DEN
SEA-DTW,SEA,DTW
SEA-EWR,SEA,EWR
SEA-FAI,SEA,FAI
SEA-FLL,SEA,FLL
SEA-GEG,SEA,GEG
SEA-HNL,SEA,HNL
SEA-IAD,SEA,IAD
SEA-IAH,SEA,IAH
SEA-IND,SEA,IND
SEA-JNU,SEA,JNU
SEA-KOA,SEA,KOA
SEA-KTN,SEA,KTN
SEA-LAS,SEA,LAS
SEA-LAX,SEA,LAX
SEA-LIH,SEA,LIH
SEA-MCI,SEA,MCI
SEA-MCO,SEA,MCO
SEA-MKE,SEA,MKE
SEA-MSP,SEA,MSP
SEA-MSY,SEA,MSY
SEA-OAK,SEA,OAK
SEA-OGG,SEA,OGG
SEA-OMA,SEA,OMA
SEA-ONT,SEA,ONT
SEA-PDX,SEA,PDX
SEA-PIT,SEA,PIT
SEA-PSP,SEA,PSP
SEA-RDU,SEA,RDU
SEA-SAN,SEA,SAN
SEA-SAT,SEA,SAT
SEA-SBA,SEA,SBA
SEA-SFO,SEA,SFO
SEA-SJC,SEA,SJC
SEA-SLC,SEA,SLC
SEA-SMF,SEA,SMF
SEA-SNA,SEA,SNA
SEA-STL,SEA,STL
SEA-TPA,SEA,TPA
SEA-TUS,SEA,TUS
BLI-KOA,BLI,KOA
BLI-SEA,BLI,SEA
BNA-SEA,BNA,SEA
BNA-SFO,BNA,SFO
BOI-SEA,BOI,SEA
BOS-PDX,BOS,PDX
BOS-SAN,BOS,SAN
BOS-SEA,BOS,SEA
BOS-SFO,BOS,SFO
BWI-LAX,BWI,LAX
BWI-SAN,BWI,SAN
BWI-SEA,BWI,SEA
BWI-SFO,BWI,SFO
DCA-PDX,DCA,PDX
DCA-SEA,DCA,SEA
DCA-SFO,DCA,SFO
IAD-SEA,IAD,SEA
IAD-SFO,IAD,SFO
ORD-ANC,ORD,ANC
STL-SEA,STL,SEA
DTW-SEA,DTW,SEA
KTN-JNU,KTN,JNU
KTN-SEA,KTN,SEA
KTN-SIT,KTN,SIT
KTN-WRG,KTN,WRG
IAH-SEA,IAH,SEA
MCO-PDX,MCO,PDX
MCO-SAN,MCO,SAN
MCO-SEA,MCO,SEA
MCO-SFO,MCO,SFO
FAI-ANC,FAI,ANC
FAI-SCC,FAI,SCC
FAI-SEA,FAI,SEA
MSP-SEA,MSP,SEA
EWR-LAX,EWR,LAX
EWR-PDX,EWR,PDX
EWR-SAN,EWR,SAN
EWR-SEA,EWR,SEA
EWR-SFO,EWR,SFO
EWR-SJC,EWR,SJC
JFK-PDX,JFK,PDX
JFK-PSP,JFK,PSP
JFK-SJC,JFK,SJC
GEG-SEA,GEG,SEA
HNL-ANC,HNL,ANC
HNL-OAK,HNL,OAK
HNL-PDX,HNL,PDX
HNL-SAN,HNL,SAN
HNL-SEA,HNL,SEA
HNL-SFO,HNL,SFO
HNL-SJC,HNL,SJC
LAS-PDX,LAS,PDX
LAS-SEA,LAS,SEA
LAS-SFO,LAS,SFO
IND-SEA,IND,SEA
OAK-HNL,OAK,HNL
OAK-KOA,OAK,KOA
OAK-LIH,OAK,LIH
OAK-OGG,OAK,OGG
OAK-SEA,OAK,SEA
SFO-AUS,SFO,AUS
SFO-BNA,SFO,BNA
SFO-BOS,SFO,BOS
SFO-BWI,SFO,BWI
SFO-DCA,SFO,DCA
SFO-EWR,SFO,EWR
SFO-FLL,SFO,FLL
SFO-HNL,SFO,HNL
SFO-IAD,SFO,IAD
SFO-LAS,SFO,LAS
SFO-MCO,SFO,MCO
SFO-MSY,SFO,MSY
SFO-OGG,SFO,OGG
SFO-PDX,SFO,PDX
SFO-PSP,SFO,PSP
SFO-RDU,SFO,RDU
SFO-SAN,SFO,SAN
SFO-SEA,SFO,SEA
SJC-EWR,SJC,EWR
SJC-HNL,SJC,HNL
SJC-JFK,SJC,JFK
SJC-KOA,SJC,KOA
SJC-LIH,SJC,LIH
SJC-OGG,SJC,OGG
SJC-PDX,SJC,PDX
SJC-SEA,SJC,SEA
FLL-LAX,FLL,LAX
FLL-SEA,FLL,SEA
FLL-SFO,FLL,SFO
JNU-ANC,JNU,ANC
JNU-KTN,JNU,KTN
JNU-PSG,JNU,PSG
JNU-SEA,JNU,SEA
JNU-SIT,JNU,SIT
BUR-SEA,BUR,SEA
LAX-ANC,LAX,ANC
LAX-BWI,LAX,BWI
LAX-EWR,LAX,EWR
LAX-FLL,LAX,FLL
LAX-PDX,LAX,PDX
LAX-SEA,LAX,SEA
ONT-SEA,ONT,SEA
SNA-PDX,SNA,PDX
SNA-SEA,SNA,SEA
KOA-BLI,KOA,BLI
KOA-OAK,KOA,OAK
KOA-PDX,KOA,PDX
KOA-SAN,KOA,SAN
KOA-SEA,KOA,SEA
KOA-SFO,KOA,SFO
KOA-SJC,KOA,SJC
LIH-OAK,LIH,OAK
LIH-PDX,LIH,PDX
LIH-SAN,LIH,SAN
LIH-SEA,LIH,SEA
LIH-SJC,LIH,SJC
SMF-KOA,SMF,KOA
SMF-OGG,SMF,OGG
SMF-SEA,SMF,SEA
TPA-SEA,TPA,SEA
MCI-SEA,MCI,SEA
SAT-SEA,SAT,SEA
OMA-SEA,OMA,SEA
MKE-SEA,MKE,SEA
MSY-SEA,MSY,SEA
MSY-SFO,MSY,SFO
SAN-BOS,SAN,BOS
SAN-BWI,SAN,BWI
SAN-EWR,SAN,EWR
SAN-HNL,SAN,HNL
SAN-KOA,SAN,KOA
SAN-LIH,SAN,LIH
SAN-MCO,SAN,MCO
SAN-OGG,SAN,OGG
SAN-PDX,SAN,PDX
SAN-SEA,SAN,SEA
SAN-SFO,SAN,SFO
OGG-ANC,OGG,ANC
OGG-OAK,OGG,OAK
OGG-PDX,OGG,PDX
OGG-SAN,OGG,SAN
OGG-SEA,OGG,SEA
OGG-SFO,OGG,SFO
OGG-SJC,OGG,SJC
OGG-SMF,OGG,SMF
OME-ANC,OME,ANC
OME-OTZ,OME,OTZ
OTZ-ANC,OTZ,ANC
PDX-ANC,PDX,ANC
PDX-AUS,PDX,AUS
PDX-BOS,PDX,BOS
PDX-DCA,PDX,DCA
PDX-EWR,PDX,EWR
PDX-HNL,PDX,HNL
PDX-JFK,PDX,JFK
PDX-KOA,PDX,KOA
PDX-LAS,PDX,LAS
PDX-LAX,PDX,LAX
PDX-LIH,PDX,LIH
PDX-MCO,PDX,MCO
PDX-OGG,PDX,OGG
PDX-PSP,PDX,PSP
PDX-SAN,PDX,SAN
PDX-SEA,PDX,SEA
PDX-SFO,PDX,SFO
PDX-SJC,PDX,SJC
PDX-SNA,PDX,SNA
PHL-SEA,PHL,SEA
PSG-JNU,PSG,JNU
PSG-WRG,PSG,WRG
PSP-JFK,PSP,JFK
PSP-PDX,PSP,PDX
PSP-SEA,PSP,SEA
PSP-SFO,PSP,SFO
RDU-SEA,RDU,SEA
RDU-SFO,RDU,SFO
SLC-SEA,SLC,SEA
SBA-SEA,SBA,SEA
SIT-JNU,SIT,JNU
SIT-KTN,SIT,KTN
WRG-KTN,WRG,KTN
WRG-PSG,WRG,PSG
ABQ-JFK,ABQ,JFK
PIT-FLL,PIT,FLL
ALB-FLL,ALB,FLL
ALB-MCO,ALB,MCO
DEN-BOS,DEN,BOS
DEN-JFK,DEN,JFK
ATL-BOS,ATL,BOS
ATL-FLL,ATL,FLL
ATL-JFK,ATL,JFK
ATL-MCO,ATL,MCO
AUS-BOS,AUS,BOS
AUS-FLL,AUS,FLL
AUS-LGB,AUS,LGB
AUS-MCO,AUS,MCO
BDL-DCA,BDL,DCA
BDL-FLL,BDL,FLL
BDL-MCO,BDL,MCO
BDL-PBI,BDL,PBI
BDL-RSW,BDL,RSW
BDL-SJU,BDL,SJU
BDL-TPA,BDL,TPA
SEA-LGB,SEA,LGB
CLE-BOS,CLE,BOS
CLE-FLL,CLE,FLL
BNA-FLL,BNA,FLL
BOS-ATL,BOS,ATL
BOS-AUS,BOS,AUS
BOS-BUF,BOS,BUF
BOS-BUR,BOS,BUR
BOS-BWI,BOS,BWI
BOS-CHS,BOS,CHS
BOS-CLE,BOS,CLE
BOS-DEN,BOS,DEN
BOS-DTW,BOS,DTW
BOS-EWR,BOS,EWR
BOS-FLL,BOS,FLL
BOS-HOU,BOS,HOU
BOS-IAD,BOS,IAD
BOS-JAX,BOS,JAX
BOS-LAS,BOS,LAS
BOS-LGB,BOS,LGB
BOS-MCO,BOS,MCO
BOS-MSP,BOS,MSP
BOS-MSY,BOS,MSY
BOS-PBI,BOS,PBI
BOS-PIT,BOS,PIT
BOS-RIC,BOS,RIC
BOS-RSW,BOS,RSW
BOS-SAV,BOS,SAV
BOS-SJC,BOS,SJC
BOS-SJU,BOS,SJU
BOS-SLC,BOS,SLC
BOS-SMF,BOS,SMF
BOS-SRQ,BOS,SRQ
BOS-SYR,BOS,SYR
BOS-TPA,BOS,TPA
PVD-FLL,PVD,FLL
PVD-MCO,PVD,MCO
BQN-FLL,BQN,FLL
BQN-JFK,BQN,JFK
BQN-MCO,BQN,MCO
BUF-BOS,BUF,BOS
BUF-FLL,BUF,FLL
BUF-LAX,BUF,LAX
BUF-MCO,BUF,MCO
BWI-BOS,BWI,BOS
BWI-FLL,BWI,FLL
BWI-MCO,BWI,MCO
DCA-BDL,DCA,BDL
DCA-CHS,DCA,CHS
DCA-FLL,DCA,FLL
DCA-JAX,DCA,JAX
DCA-SJU,DCA,SJU
IAD-BOS,IAD,BOS
CHS-BOS,CHS,BOS
CHS-DCA,CHS,DCA
CHS-FLL,CHS,FLL
CHS-JFK,CHS,JFK
JAX-BOS,JAX,BOS
JAX-DCA,JAX,DCA
JAX-FLL,JAX,FLL
DAB-JFK,DAB,JFK
DTW-BOS,DTW,BOS
DTW-FLL,DTW,FLL
HOU-BOS,HOU,BOS
HOU-JFK,HOU,JFK
MCO-ALB,MCO,ALB
MCO-ATL,MCO,ATL
MCO-AUS,MCO,AUS
MCO-BDL,MCO,BDL
MCO-BOS,MCO,BOS
MCO-BQN,MCO,BQN
MCO-BUF,MCO,BUF
MCO-BWI,MCO,BWI
MCO-EWR,MCO,EWR
MCO-HPN,MCO,HPN
MCO-ORH,MCO,ORH
MCO-PSE,MCO,PSE
MCO-PVD,MCO,PVD
MCO-RIC,MCO,RIC
MCO-SJU,MCO,SJU
MCO-SLC,MCO,SLC
MCO-SWF,MCO,SWF
MCO-SYR,MCO,SYR
MSP-BOS,MSP,BOS
EWR-BOS,EWR,BOS
EWR-FLL,EWR,FLL
EWR-MCO,EWR,MCO
EWR-PBI,EWR,PBI
EWR-RSW,EWR,RSW
EWR-SJU,EWR,SJU
EWR-TPA,EWR,TPA
HPN-FLL,HPN,FLL
HPN-MCO,HPN,MCO
HPN-PBI,HPN,PBI
HPN-RSW,HPN,RSW
HPN-TPA,HPN,TPA
JFK-ABQ,JFK,ABQ
JFK-ATL,JFK,ATL
JFK-BQN,JFK,BQN
JFK-BUR,JFK,BUR
JFK-CHS,JFK,CHS
JFK-DAB,JFK,DAB
JFK-DEN,JFK,DEN
JFK-FLL,JFK,FLL
JFK-HOU,JFK,HOU
JFK-LGB,JFK,LGB
JFK-MSY,JFK,MSY
JFK-OAK,JFK,OAK
JFK-ONT,JFK,ONT
JFK-ORH,JFK,ORH
JFK-PBI,JFK,PBI
JFK-PSE,JFK,PSE
JFK-RNO,JFK,RNO
JFK-ROC,JFK,ROC
JFK-RSW,JFK,RSW
JFK-SJU,JFK,SJU
JFK-SLC,JFK,SLC
JFK-SMF,JFK,SMF
JFK-TPA,JFK,TPA
LGA-FLL,LGA,FLL
LGA-MCO,LGA,MCO
LGA-PBI,LGA,PBI
SWF-FLL,SWF,FLL
SWF-MCO,SWF,MCO
RSW-BDL,RSW,BDL
RSW-BOS,RSW,BOS
RSW-EWR,RSW,EWR
RSW-HPN,RSW,HPN
RSW-JFK,RSW,JFK
LAS-BOS,LAS,BOS
LAS-FLL,LAS,FLL
LAS-LGB,LAS,LGB
OAK-JFK,OAK,JFK
OAK-LGB,OAK,LGB
SFO-LGB,SFO,LGB
SJC-BOS,SJC,BOS
SJC-LGB,SJC,LGB
FLL-ALB,FLL,ALB
FLL-ATL,FLL,ATL
FLL-AUS,FLL,AUS
FLL-BDL,FLL,BDL
FLL-BNA,FLL,BNA
FLL-BOS,FLL,BOS
FLL-BQN,FLL,BQN
FLL-BUF,FLL,BUF
FLL-BWI,FLL,BWI
FLL-CHS,FLL,CHS
FLL-CLE,FLL,CLE
FLL-DCA,FLL,DCA
FLL-DTW,FLL,DTW
FLL-EWR,FLL,EWR
FLL-HPN,FLL,HPN
FLL-JAX,FLL,JAX
FLL-JFK,FLL,JFK
FLL-LAS,FLL,LAS
FLL-LGA,FLL,LGA
FLL-LGB,FLL,LGB
FLL-MSY,FLL,MSY
FLL-ORH,FLL,ORH
FLL-PIT,FLL,PIT
FLL-PVD,FLL,PVD
FLL-RDU,FLL,RDU
FLL-RIC,FLL,RIC
FLL-SAN,FLL,SAN
FLL-SJU,FLL,SJU
FLL-SLC,FLL,SLC
FLL-SWF,FLL,SWF
FLL-SYR,FLL,SYR
BUR-BOS,BUR,BOS
BUR-JFK,BUR,JFK
LAX-BUF,LAX,BUF
LGB-AUS,LGB,AUS
LGB-BOS,LGB,BOS
LGB-FLL,LGB,FLL
LGB-JFK,LGB,JFK
LGB-LAS,LGB,LAS
LGB-OAK,LGB,OAK
LGB-PDX,LGB,PDX
LGB-RNO,LGB,RNO
LGB-SEA,LGB,SEA
LGB-SFO,LGB,SFO
LGB-SJC,LGB,SJC
LGB-SLC,LGB,SLC
LGB-SMF,LGB,SMF
ONT-JFK,ONT,JFK
SMF-BOS,SMF,BOS
SMF-JFK,SMF,JFK
SMF-LGB,SMF,LGB
TPA-BDL,TPA,BDL
TPA-BOS,TPA,BOS
TPA-EWR,TPA,EWR
TPA-HPN,TPA,HPN
TPA-JFK,TPA,JFK
TPA-SJU,TPA,SJU
MSY-BOS,MSY,BOS
MSY-FLL,MSY,FLL
MSY-JFK,MSY,JFK
SAN-FLL,SAN,FLL
ORH-FLL,ORH,FLL
ORH-JFK,ORH,JFK
ORH-MCO,ORH,MCO
PBI-BDL,PBI,BDL
PBI-BOS,PBI,BOS
PBI-EWR,PBI,EWR
PBI-HPN,PBI,HPN
PBI-JFK,PBI,JFK
PBI-LGA,PBI,LGA
PDX-LGB,PDX,LGB
PSE-JFK,PSE,JFK
PSE-MCO,PSE,MCO
PWM-JFK,PWM,JFK
RDU-FLL,RDU,FLL
RIC-BOS,RIC,BOS
RIC-FLL,RIC,FLL
RIC-MCO,RIC,MCO
RNO-JFK,RNO,JFK
RNO-LGB,RNO,LGB
ROC-JFK,ROC,JFK
SLC-BOS,SLC,BOS
SLC-FLL,SLC,FLL
SLC-JFK,SLC,JFK
SLC-LGB,SLC,LGB
SLC-MCO,SLC,MCO
SAV-BOS,SAV,BOS
SJU-BDL,SJU,BDL
SJU-BOS,SJU,BOS
SJU-DCA,SJU,DCA
SJU-EWR,SJU,EWR
SJU-FLL,SJU,FLL
SJU-JFK,SJU,JFK
SJU-MCO,SJU,MCO
SJU-STT,SJU,STT
SJU-STX,SJU,STX
SJU-TPA,SJU,TPA
STT-SJU,STT,SJU
SRQ-BOS,SRQ,BOS
STX-SJU,STX,SJU
SYR-BOS,SYR,BOS
SYR-FLL,SYR,FLL
SYR-MCO,SYR,MCO
ABQ-ATL,ABQ,ATL
ABQ-MSP,ABQ,MSP
COS-ATL,COS,ATL
DAL-ATL,DAL,ATL
PIT-ATL,PIT,ATL
PIT-DTW,PIT,DTW
PIT-SLC,PIT,SLC
ALB-ATL,ALB,ATL
DEN-ATL,DEN,ATL
DEN-DTW,DEN,DTW
DEN-LGA,DEN,LGA
DEN-MSP,DEN,MSP
DEN-SLC,DEN,SLC
ATL-ABQ,ATL,ABQ
ATL-ALB,ATL,ALB
ATL-ATW,ATL,ATW
ATL-AUS,ATL,AUS
ATL-AVP,ATL,AVP
ATL-BDL,ATL,BDL
ATL-BNA,ATL,BNA
ATL-BUF,ATL,BUF
ATL-BWI,ATL,BWI
ATL-BZN,ATL,BZN
ATL-CHS,ATL,CHS
ATL-CLE,ATL,CLE
ATL-CMH,ATL,CMH
ATL-COS,ATL,COS
ATL-CVG,ATL,CVG
ATL-DAB,ATL,DAB
ATL-DAL,ATL,DAL
ATL-DAY,ATL,DAY
ATL-DCA,ATL,DCA
ATL-DEN,ATL,DEN
ATL-DTW,ATL,DTW
ATL-ECP,ATL,ECP
ATL-EGE,ATL,EGE
ATL-ELP,ATL,ELP
ATL-EWR,ATL,EWR
ATL-FAY,ATL,FAY
ATL-GRR,ATL,GRR
ATL-GSP,ATL,GSP
ATL-HDN,ATL,HDN
ATL-HNL,ATL,HNL
ATL-HOU,ATL,HOU
ATL-IAD,ATL,IAD
ATL-IAH,ATL,IAH
ATL-ICT,ATL,ICT
ATL-IND,ATL,IND
ATL-JAC,ATL,JAC
ATL-JAX,ATL,JAX
ATL-LAS,ATL,LAS
ATL-MCI,ATL,MCI
ATL-MDW,ATL,MDW
ATL-MEM,ATL,MEM
ATL-MHT,ATL,MHT
ATL-MKE,ATL,MKE
ATL-MLB,ATL,MLB
ATL-MSP,ATL,MSP
ATL-MSY,ATL,MSY
ATL-MTJ,ATL,MTJ
ATL-OKC,ATL,OKC
ATL-OMA,ATL,OMA
ATL-ORF,ATL,ORF
ATL-PBI,ATL,PBI
ATL-PDX,ATL,PDX
ATL-PIT,ATL,PIT
ATL-PNS,ATL,PNS
ATL-PVD,ATL,PVD
ATL-PWM,ATL,PWM
ATL-RDU,ATL,RDU
ATL-RIC,ATL,RIC
ATL-RNO,ATL,RNO
ATL-ROA,ATL,ROA
ATL-ROC,ATL,ROC
ATL-RSW,ATL,RSW
ATL-SAN,ATL,SAN
ATL-SAT,ATL,SAT
ATL-SAV,ATL,SAV
ATL-SFO,ATL,SFO
ATL-SJC,ATL,SJC
ATL-SJU,ATL,SJU
ATL-SLC,ATL,SLC
ATL-SMF,ATL,SMF
ATL-SNA,ATL,SNA
ATL-SRQ,ATL,SRQ
ATL-STL,ATL,STL
ATL-STT,ATL,STT
ATL-SYR,ATL,SYR
ATL-TPA,ATL,TPA
ATL-TUS,ATL,TUS
ATW-ATL,ATW,ATL
AUS-ATL,AUS,ATL
AUS-SLC,AUS,SLC
AVP-ATL,AVP,ATL
TUS-ATL,TUS,ATL
TUS-MSP,TUS,MSP
BDL-ATL,BDL,ATL
BDL-DTW,BDL,DTW
ELP-ATL,ELP,ATL
BIL-MSP,BIL,MSP
CLE-ATL,CLE,ATL
BNA-ATL,BNA,ATL
BNA-SLC,BNA,SLC
BOI-MSP,BOI,MSP
BOI-SLC,BOI,SLC
MHT-ATL,MHT,ATL
PVD-ATL,PVD,ATL
BUF-ATL,BUF,ATL
BUF-DTW,BUF,DTW
BZN-ATL,BZN,ATL
BZN-LAX,BZN,LAX
BZN-MSP,BZN,MSP
BZN-SLC,BZN,SLC
BWI-ATL,BWI,ATL
BWI-DTW,BWI,DTW
BWI-MSP,BWI,MSP
BWI-SLC,BWI,SLC
DCA-ATL,DCA,ATL
DCA-DTW,DCA,DTW
DCA-MSP,DCA,MSP
DCA-SLC,DCA,SLC
IAD-ATL,IAD,ATL
IAD-SLC,IAD,SLC
ICT-ATL,ICT,ATL
MDW-ATL,MDW,ATL
CHS-ATL,CHS,ATL
CMH-ATL,CMH,ATL
STL-ATL,STL,ATL
JAX-ATL,JAX,ATL
JAX-DTW,JAX,DTW
JAX-MSP,JAX,MSP
DAB-ATL,DAB,ATL
DAY-ATL,DAY,ATL
DTW-ATL,DTW,ATL
DTW-BDL,DTW,BDL
DTW-BUF,DTW,BUF
DTW-BWI,DTW,BWI
DTW-DCA,DTW,DCA
DTW-DEN,DTW,DEN
DTW-JAX,DTW,JAX
DTW-LAS,DTW,LAS
DTW-LAX,DTW,LAX
DTW-LGA,DTW,LGA
DTW-MCO,DTW,MCO
DTW-MEM,DTW,MEM
DTW-MSP,DTW,MSP
DTW-MSY,DTW,MSY
DTW-PBI,DTW,PBI
DTW-PDX,DTW,PDX
DTW-PIT,DTW,PIT
DTW-RDU,DTW,RDU
DTW-RSW,DTW,RSW
DTW-SAN,DTW,SAN
DTW-SFO,DTW,SFO
DTW-SLC,DTW,SLC
DTW-SRQ,DTW,SRQ
DTW-TPA,DTW,TPA
HOU-ATL,HOU,ATL
IAH-ATL,IAH,ATL
MCO-CVG,MCO,CVG
MCO-DTW,MCO,DTW
MCO-IND,MCO,IND
MCO-MSP,MCO,MSP
ECP-ATL,ECP,ATL
EGE-ATL,EGE,ATL
FAY-ATL,FAY,ATL
FCA-MSP,FCA,MSP
MSP-ABQ,MSP,ABQ
MSP-ALB,MSP,ALB
MSP-ATL,MSP,ATL
MSP-BIL,MSP,BIL
MSP-BOI,MSP,BOI
MSP-BUF,MSP,BUF
MSP-BWI,MSP,BWI
MSP-BZN,MSP,BZN
MSP-DCA,MSP,DCA
MSP-DEN,MSP,DEN
MSP-DTW,MSP,DTW
MSP-EWR,MSP,EWR
MSP-FAR,MSP,FAR
MSP-FCA,MSP,FCA
MSP-FLL,MSP,FLL
MSP-FSD,MSP,FSD
MSP-GEG,MSP,GEG
MSP-HDN,MSP,HDN
MSP-HNL,MSP,HNL
MSP-JAC,MSP,JAC
MSP-JAX,MSP,JAX
MSP-JFK,MSP,JFK
MSP-LAS,MSP,LAS
MSP-LAX,MSP,LAX
MSP-LGA,MSP,LGA
MSP-MCI,MSP,MCI
MSP-MCO,MSP,MCO
MSP-MIA,MSP,MIA
MSP-MSO,MSP,MSO
MSP-MSY,MSP,MSY
MSP-PDX,MSP,PDX
MSP-PSP,MSP,PSP
MSP-RNO,MSP,RNO
MSP-RSW,MSP,RSW
MSP-SAN,MSP,SAN
MSP-SFO,MSP,SFO
MSP-SJC,MSP,SJC
MSP-SLC,MSP,SLC
MSP-SMF,MSP,SMF
MSP-SNA,MSP,SNA
MSP-TPA,MSP,TPA
MSP-TUS,MSP,TUS
EWR-ATL,EWR,ATL
EWR-MSP,EWR,MSP
EWR-SLC,EWR,SLC
JFK-HNL,JFK,HNL
JFK-MSP,JFK,MSP
JFK-SAT,JFK,SAT
JFK-SNA,JFK,SNA
JFK-STT,JFK,STT
LGA-DEN,LGA,DEN
LGA-DTW,LGA,DTW
LGA-MSP,LGA,MSP
LGA-MSY,LGA,MSY
LGA-RSW,LGA,RSW
LGA-SRQ,LGA,SRQ
LGA-TPA,LGA,TPA
RSW-ATL,RSW,ATL
RSW-CVG,RSW,CVG
RSW-DTW,RSW,DTW
RSW-IND,RSW,IND
RSW-LGA,RSW,LGA
RSW-MSP,RSW,MSP
FSD-MSP,FSD,MSP
GEG-LAX,GEG,LAX
GEG-MSP,GEG,MSP
GEG-SLC,GEG,SLC
GRR-ATL,GRR,ATL
HNL-ATL,HNL,ATL
HNL-JFK,HNL,JFK
HNL-MSP,HNL,MSP
HNL-SLC,HNL,SLC
LAS-ATL,LAS,ATL
LAS-DTW,LAS,DTW
LAS-MSP,LAS,MSP
LAS-SLC,LAS,SLC
IND-ATL,IND,ATL
IND-MCO,IND,MCO
IND-RSW,IND,RSW
IND-SLC,IND,SLC
JAC-ATL,JAC,ATL
JAC-MSP,JAC,MSP
JAC-SLC,JAC,SLC
OAK-SLC,OAK,SLC
SFO-ATL,SFO,ATL
SFO-DTW,SFO,DTW
SFO-MSP,SFO,MSP
SFO-SLC,SFO,SLC
SJC-ATL,SJC,ATL
SJC-MSP,SJC,MSP
FLL-CVG,FLL,CVG
FLL-MSP,FLL,MSP
MIA-MSP,MIA,MSP
LAX-BZN,LAX,BZN
LAX-CVG,LAX,CVG
LAX-DTW,LAX,DTW
LAX-GEG,LAX,GEG
LAX-MCI,LAX,MCI
LAX-MEM,LAX,MEM
LAX-MSP,LAX,MSP
LAX-SAN,LAX,SAN
LAX-SLC,LAX,SLC
LAX-TPA,LAX,TPA
ONT-SLC,ONT,SLC
SNA-ATL,SNA,ATL
SNA-JFK,SNA,JFK
SNA-MSP,SNA,MSP
SNA-SLC,SNA,SLC
CVG-ATL,CVG,ATL
CVG-FLL,CVG,FLL
CVG-LAX,CVG,LAX
CVG-MCO,CVG,MCO
CVG-RSW,CVG,RSW
CVG-SLC,CVG,SLC
CVG-TPA,CVG,TPA
SMF-ATL,SMF,ATL
SMF-MSP,SMF,MSP
TPA-ATL,TPA,ATL
TPA-CVG,TPA,CVG
TPA-DTW,TPA,DTW
TPA-LAX,TPA,LAX
TPA-LGA,TPA,LGA
